labeling,sentence
4,오늘이 내 생일이야. 그런데 아무도 내 생일 축하한다고 연락을 주지 않아서 슬퍼.
3,늙으면 나는 나도 아니고 그냥 노인인 것 같아서 씁쓸하네.
3,시어머니께서 매일 전화하라고 말씀하셔. 나는 딸 같은 며느리가 아닌데 그런 것을 바라니 너무 스트레스받아.
0,나이가 들어가면서 여러 생각을 했는데 늙어간다는 게 꼭 나쁜 것 같지 않아.
0,남편이 이번에 진짜 금연을 하겠다고 선언해서 한 번 믿어보려 해.
5,주식이 많이 떨어져서 정말 마음이 아파.
5,내 딸이 어렸을 때부터 큰 병을 앓고 있는데 너무 안타까워.
4,요즘 매일 술 없이는 잠을 잘 수가 없어.
2,경찰 동료들이 불법적인 일도 적당히 눈감으며 하는 일이 속상하고 구역질이 치밀어 올라.
2,회사에서 너무 많은 업무에 시달려서 이제는 진짜 가기가 싫어졌어.
5,취업이 안 됐어. 이번엔 기대를 했는데 좀 슬프네.
4,옆집 김 할아버지가 부러워.
0,막내아들이 내 허리 수술비용을 내주었는데 쓴소리를 하지 않네. 너무 기특해.
1,직원들과 나눠 먹으려고 간식을 가져왔는데. 상사가 몰래 싸가는 걸 봤어.
0,매번 하는 건강검진에서 난 아무 문제가 없다고 하니 아주 기분이 좋군.
2,저녁에 매일 술에 취해서 들어오는 아빠 때문에 화가 나.
3,자식들이 나를 요양원에 두고 방치할까 무섭고 두려워.
2,아내가 아침마다 건강에 좋다고 채소 달인 물을 주는데 냄새가 역해.
1,친구가 내 진로에 대해 비하하다니 너무 당황스럽다.
1,내가 자신 있게 말했던 실험이 실패했어.
5,나에게 누구도 남아있지 않다고 느껴져. 그래서 슬퍼.
0,드디어 취업에 성공해서 정말 기뻐. 더는 취업 준비를 하지 않아도 돼.
2,음악 실기 완전히 망쳤어. 나는 왜 잘하는 게 하나도 없는지 모르겠다.
1,퇴근하고 집에 갔는데 아무도 없어.
0,이제는 아이들도 다 키워서 시집 장가 보냈으니 여행을 좀 다녀보고 싶어.
4,나는 건강하지만 자식이 무관심해서 외로워. 이웃은 자식들이 극진히 챙겨주며 화목하게 지내.
1,건강 생각해서 살을 빼라고 권유하는 의사가 내가 보기에는 더 위험한 상태 같아서 한심해 보였어.
0,어버이날에 부모님께 선물을 고민하다가 감사의 뜻을 담은 손 편지를 써서 드렸어.
5,환갑이 넘어서 질환이 생겨서 너무 눈물이나.
0,직장 때문에 흥분돼.
2,친구가 큰 상처를 줘서 그 친구를 저주하고 싶어.
2,나도 은퇴할 나이가 되니까 은퇴라는 단어를 들을 때마다 예민해져.
0,주식 투자를 시작했어.
0,내가 일을 하지 않고 정년퇴직을 해도 가족들은 격려를 해줄 것이야.
1,회의 중 부서 사람들 간 다툼으로 분위기가 싸늘해졌는데 당황스럽네.
2,내 친구가 건강이 안 좋은데 너무 노여워.
1,반에서 내가 관심 없던 남자애가 나한테 고백을 했어. 너무 당황스러워.
5,재능이 많던 친구가 경제적인 이유로 학업을 중단하게 되었어.
4,남자 친구가 자꾸 바람피우는 거 아니냐고 나를 의심하는데 너무 억울해.
3,손녀가 사고를 당해 많이 아프다고 딸한테 연락이 왔어. 너무나 슬퍼.
5,친구가 따돌림을 당하는 걸 방관하고 있는데 진짜 마음이 너무 괴로워.
2,마을에서 열리는 마라톤 대회에 참가하고 싶은데 육십 세 이상은 참가하지 못한다고 하니 너무 화가 나.
4,가해자들이 나를 마주치기만 하면 날 못 살게 굴어서 학교에 가고 싶지 않아.
1,내가 우물쭈물 거리는데 여자 친구가 먼저 사귀자고 고백했어. 내가 먼저 말 못해서 부끄러웠어.
3,마음과는 다르게 거울을 보면 거기에는 노인만 앉아 있어. 너무 당혹스러워.
2,독감백신을 맞아야 할지 망설여지네.
2,신혼여행 당일 비행기가 결항해서 일정이 꼬여버렸어. 너무 분노를 느껴.
3,아들이 백화점에 너무 갖고 싶은 물건이 있었다는데 그걸 훔쳤어.
0,이번에 회사에서 과장으로 승진했어. 회사 입사 이후 최고로 기쁘고 뿌듯한 것 같아.
2,친구들한테 무시당하는 게 일상이 되어버렸다는 게 너무 서럽다. 오늘도 말을 걸었는데 무시당했어.
3,아직 왕성하게 경제 활동을 하고 있긴 하지만 기본적인 노후 자금 마련도 쉽지는 않아서 너무 불안해.
2,요즘 학교 다니기 너무 힘들어서 진짜 자퇴하고 싶어.
5,직장생활이 너무 지긋지긋하고 스트레스를 많이 받아서 홧김에 회사를 그만뒀어. 석 달째 새로운 직장을 구하지 못하고 있어서 홧김에 직장을 그만둔 게 너무 후회스러워.
0,얼마 전에 아내랑 시골로 이사를 왔는데 오니까 기침이 확 줄었어!
2,요즘 일이 너무 많으니까 너무 힘들어.
3,조금만 과식을 하면 속이 더부룩해서 먹기가 조심스러워.
2,요즘 내가 치마만 입으면 남자 동료들이 내 다리만 쳐다보는 것 같아서 기분이 아주 나빠.
3,친한 친구랑 다퉜는데 화해를 하고 싶어.
1,내 친구가 심장마비로 갑자기 죽었어. 어쩌다가 이렇게 된 건지 너무 혼란스러워.
3,딸이 형편이 어려운데 계속 병원비를 대주고 있어. 너무 미안해.
1,친구와 싸우다가 친구에게 심한 말을 했어. 근데 지금 생각해보니 너무 미안해.
0,은퇴 후에 귀농하려고 땅을 좀 구입했어. 너무 기뻐.
5,조금이라도 젊었을 때 아이들하고 놀아 주지 못한 게 후회가 돼.
2,잇몸병 때문에 임플란트 대신 틀니를 맞추었는데 관리하기 여간 귀찮은 게 아니야.
4,요즘 들어 남편한테 거리감이 느껴져. 같이 있어도 외로워.
5,병원에서 암이라고 하는데 암이 너무 진행돼서 수술도 할 수 없는 상태라더군.
4,교통사고로 허리를 다쳐서 일상생활이 어려워. 살기 싫은데 자식들이 말려서 괴로워.
4,나는 맹세코 그런 말을 한 적이 없는데 왜 걔한테 맞았는지 모르겠어. 너무 억울해
3,아내의 건강이 갑자기 악화해 가고 있어. 너무 걱정스럽고 불안해.
0,딸이 교통사고로 병원에 있다고 해서 달려갔는데 큰 사고가 아니어서 안도했어.
1,남자친구가 갑자기 헤어지자고 해서 당황했어.
5,생일파티에 애들을 초대했는데 결국 아무도 안 왔다. 서러워.
3,혹시 몸이 아파도 회사에 빠질 수가 없어서 너무 불안해.
2,회사에 승진 발표가 있었는데 또 누락되었어. 이미 두 번이나 누락되어서 이번에는 승진할 거라 확신했는데 너무 좌절했어.
2,내가 믿었던 친구가 나를 배신했어. 정말 절망스러워.
4,두통이 잦았는데 결국 이런 일이 생겼네. 난 건강한 줄 알았는데 충격이야.
2,내 은퇴한 친구들이 잘되는 게 보면 너무 부러워.
2,친구가 이번 성적이 잘 나와서 나를 은근히 무시하는데 너무 화가 나.
1,친구가 내 카톡 메신저를 보지도 않고 답도 안 해. 그럴 애가 아닌데 그러니까 좀 당황스러워.
5,동생이 혈압으로 아픈 상태야. 아프기 전에 같이 여행이라도 다녀올 걸 후회되네.
0,남편은 아마 내가 늙어 병에 걸려도 나를 사랑해줄 것만 같아.
0,형이 혼자서 야구 하다가 아빠 도자기를 깰 뻔했어. 안 깨져서 다행이야.
4,헤어진 지 오래인데 자꾸 연락하는 전 남자친구 때문에 너무 힘들어.
4,난 괴롭힘 당하는 친구를 지키기 위해 나섰는데.
4,내 딸에게 이번에 애인이 생겼어. 근데 좀 슬퍼.
5,우리 엄마는 새벽까지 잠 안 자고 공부하는 모습을 지켜봐. 날 못 믿는 거 같아서 슬퍼.
5,돌이켜 보니까 내가 했던 짓들이 다 생각나. 괴로워서 눈물까지 나.
0,곧 취업할 것 같아! 이번엔 진짜 합격할 자신 있어!
4,내가 고아원에 살았는데 나는 부모님을 몰라. 나는 가족이 없어.
5,복권을 꾸준히 구매했는데 단 한 번도 당첨되지 않아서 우울하네.
4,직장 동료들이 나를 보고 인색하다고 해서 상처를 받았어.
3,학교에서 친구들에게 따돌림을 당하고 있어.
0,이 점수면 내가 원하는 대학에 갈 수 있을 것 같아서 너무 기쁘고 만족스러워.
2,밤마다 잠을 못 잔다고 딸에게 말했지만 딸은 나에게 너무 무관심해.
1,친구 자식들은 다 번듯한 직장에 취업했는데 우리 자식들은 아직도 백수인 게 좀 부끄러워.
5,돌이켜 생각해보면 아내를 행복하게 해주겠다는 약속을 거의 지키지 못한 거 같아.
1,아빠 엄마가 서로 싸웠어.
4,손자들이 내가 병원에만 있어서 재미없다고 말하지 뭐야.
0,드디어 나의 경력과 전문성을 제대로 인정받은 느낌이야.
4,부하직원이 바쁘다고 내가 요청한 업무는 미루더니 상사 요청 업무는 바로 처리하네. 조금 마음이 상하는데?
1,친한 친구도 하나 없는 내가 너무 한심해.
1,요즘 몸이 계속 안 좋더니 결국 수술해야 된대서 혼란스러워.
5,아내가 같이 등산 다니자고 할 때 말을 들을 것을 후회돼.
0,디스크 수술받고 입원해있는데 간만에 기분이 날아갈 것 같네.
5,아무도 날 좋아해 주지 않는 데 왜 살아야 하는지 모르겠어. 슬퍼.
3,사람 관계에서 항상 신경이 쓰이다 보니 제대로 일을 못 해서 불안해.
4,아들이 최근에 학교에서 사고를 쳤거든. 남편이랑 같이 얘기를 했는데 내가 잘못 키운 거래.
1,남편은 사십 대 중반인데도 아직 젊고 건강한데 나는 늙어 보여.
1,나는 시험을 망쳤는데 동생은 시험을 잘 봐서 부모님의 사랑을 독차지하는 중이야. 너무 외로워.
4,남편이 회사 직원이랑 바람이 났어. 믿었던 사람이어서 그런지 더 배신감이 들어.
1,취업이 자꾸 안 되다 보니까 나 자신에게 죄책감이 들어.
3,남편이 노후 준비 자금으로 사업을 시작하자 하네? 너무 막막하다.
2,내 여자 친구는 이기적인 사람이야 너무 분노를 느끼게 돼.
4,팀장님이 나를 좋아하지 않는 것 같아. 나만 빼고 팀원들에게 밥을 사주시더라고.
2,학교에 가면 매일 학급 내 따돌림을 보게 되어서 나는 화가나.
4,회사에서 상사에게 자꾸 질책을 당하니 괴롭다.
2,내가 당뇨 합병증으로 혼수상태였었다니 나 자신에게 너무 화가 나.
0,부모님이 엄마 아빠 당분간 집에 안 없으니까 친구들을 부르라고 하셨어. 너무 신나.
5,본부장님께서 부하 직원들 앞에서 날 꾸짖으셔서 낙담한 기분이 들어.
5,아기를 낳았는데 너무 못생겨서 실망했어. 아기들은 다 예쁠 거로 생각했거든.
0,내일 친구랑 등산가기로 했어! 내일 밥도 먹고 등산도 하고 하려고!
5,내 직업이 십 년 안에 기계로 대체될 거래.
5,시험 성적이 좋지 않아서 자신감이 많이 떨어졌어. 원하는 만큼 점수가 나오지 않아 슬퍼.
4,나와 다르게 좋은 대학에 입학한 동생만 집안에서 대우받는듯한 느낌이어서 기분이 나빠.
2,진로 문제로 고민이 많아.
1,아내가 아무래도 갱년기인 것 같아서 혼란스러워.
5,내 주변 사람들은 나만 빼고 다들 열심히 사는 것 같아 우울해.
4,남편이 암에 걸렸을 때 자신이 없어서 이혼을 하자고 해서 속상해.
4,내 주변 사람들은 모두 떠나고 대화를 나눌 상대가 없어 하루 동안 한마디도 하지 못했어.
3,마흔이 넘은 윗집 총각이 아직 장가를 못 간 것이 신경이 쓰여.
5,내가 평판 관리에 신경을 쓰지 않았는데 이제 보니 좀 후회되네.
0,친구가 우리 부부 결혼기념일이라고 비행기 티켓 선물해줘서 너무 기뻐.
1,친구들이 나 빼고 다 취업을 해서 애들 만나는 게 좀 부끄럽다.
3,엄마와 아빠가 나 때문에 싸워서 속상해.
1,결혼식 일주일 전에 식장 예약이 갑자기 취소돼서 매우 당황스러워.
2,이번에 약이 바뀌었는데 정말 구역질이 나.
2,작년에 병원에서 비만이라고 판정이 난 이후로 열심히 관리했는데 몸무게가 변하지 않았어. 너무 화가 나!
3,소개팅을 할 때마다 실패해서 내가 혹시 문제가 있는 건지 불안해.
2,오랜만에 가족들끼리 여행을 가기로 했는데 자식들이 일이 있다며 미뤄서 화가 나.
2,취업 문이 너무 좁은 것 같다는 생각이 드니까 정신적으로 너무 힘들어.
2,보건소에서 진료를 봤는데 검진 결과가 늦어지고 있어서 안달 나고 화가 나.
1,고혈압 때문에 친구 달리기를 따라잡기 힘드네. 산악회에서도 나 혼자 뒤떨어져서 은근히 비교돼.
4,남편이 치매 진단을 받았는데 너무 슬퍼.
5,도박 빚이 집을 뺏어갈까 봐 무서워서 우울증까지 생겨버렸어.
5,직장에서 지속적인 성추행을 당하고 있는데 도와주는 사람이 아무도 없어서 힘들다.
3,남편하고 임신계획을 세우고 있는데 걱정이야.
3,내가 해산물 알레르기가 있는데 아빠가 내 생일에 회를 사 오셨어.
2,밤늦게까지 공부해서 다크서클이 생겼는데 친구가 나보고 비아냥거려서 너무 화가 나.
2,나보다 공부를 잘하는 친구가 내 성적을 무시하며 비웃었어. 화가 나.
4,큰 병에 걸렸는데 병원비가 감당이 안 돼.
4,장기근속을 해야 연봉이 오르는데 중간중간 그만두어서 연봉이 제자리야. 가난한 게 상처야.
1,팀원들이 퇴사했는데 그동안 잘 챙겨주지 못한 것 같아 괜히 마음이 불편하네.
3,오늘 너무 속상한 일이 있었어.
1,매일 나만 당하는 거 같고 창피해서 학교 못 다니겠어.
1,지금은 건강하지만 나중에 아프게 되면 걱정인데 죽음 이후에 사후세계가 있을까.
2,나는 국어 과목을 좋아하는데 국어 성적이 제일 낮아서 속상해.
5,젊을 때 관리를 안 해서 건강하지 못한 것이 후회돼.
1,남자친구의 어머니가 날 찾아오셔서 자기 아들이랑 헤어져달라고 부탁하셨어. 이런 일 처음이라 당황스러워.
0,십여 년 전에 스톡옵션으로 받았던 주식이 많이 올라서 기분이 좋아. 주식에 달리 투자를 하는 것도 아니고 관심 없이 내버려 뒀는데 그냥 두길 잘했나 봐.
